MEGFR,TipoTerminal,DDI,UnidadeFuncional,Entidade,RadioUserAlias,COD_EQUIPA,Estado,NUTSIII,Indicativo_Operacional_Radio,Ligado_Meios_v1
BSF,Viatura,5260704,Comunidade Intermunicipal da Região de Coimbra - BRIG-1-164,BSF,SF 34-164 RC,SF 34-164,1,Região de Coimbra,BRIGADA_UM_CIM_COIMBRA,Ligado (DDI)
BSF,Portatil,5260705,Comunidade Intermunicipal da Região de Coimbra - BRIG-1-164,BSF,SF 34-164.2 RC,SF 34-164,1,Região de Coimbra,BRIGADA_UM_CIM_COIMBRA,Ligado (DDI)
ESF,Portatil,5260706,Litocoop - Cooperativa Agro-Florestal da Beira. C.R.L.,ESF,SF 35-164 RC,SF 35-164,1,Região de Coimbra,S_F_TRINTA_E_CINCO_MIRANDA_DO_CORVO,Ligado (DDI)
ESF,Viatura,5260707,"Litocoop - Cooperativa Agro-Florestal da Beira, C.R.L.",ESF,SF 35-164.2 RC,SF 35-164,1,Região de Coimbra,S_F_TRINTA_E_CINCO_MIRANDA_DO_CORVO,Ligado (DDI)
BSF,Portatil,5260708,Comunidade Intermunicipal da Região de Coimbra - BRIG-2-164,BSF,SF 37-164 RC,SF 37-164,1,Região de Coimbra,BRIGADA_DOIS_CIM_COIMBRA,Ligado (DDI)
BSF,Viatura,5260709,Comunidade Intermunicipal da Região de Coimbra - BRIG-2-164,BSF,SF 37-164.2 RC,SF 37-164,1,Região de Coimbra,BRIGADA_DOIS_CIM_COIMBRA,Ligado (DDI)
ESF,Portatil,5260710,Município de Mortágua,ESF,SF 37-165.2 RC,SF 37-165,1,Região de Coimbra,S_F_TRINTA_E_SETE_MORTÁGUA,Ligado (DDI)
ESF,Portatil,5260711,Associação de Produtores Florestais de Pampilhosa da Serra - APFPS,ESF,SF 39-164 RC,SF 39-164,1,Região de Coimbra,S_F_TRINTA_E_NOVE_PAMPILHOSA_DA_SERRA,Ligado (DDI)
ESF,Viatura,5260712,Associação de Produtores Florestais de Pampilhosa da Serra - APFPS,ESF,SF 39-164.2 RC,SF 39-164,1,Região de Coimbra,S_F_TRINTA_E_NOVE_PAMPILHOSA_DA_SERRA,Ligado (DDI)
BSF,Portatil,5260713,Comunidade Intermunicipal da Região de Coimbra - BRIG-2-164 -Tecnico1,BSF,SF BR1-164 RC,SF 32-164,1,Região de Coimbra,BRIGADA_UM_CIM_COIMBRA,Ligado (COD_EQUIPA)
BSF,Portatil,5260714,Comunidade Intermunicipal da Região de Coimbra - BRIG-1-164 -Tecnico2,BSF,SF BR2-164 RC,SF 37-164,1,Região de Coimbra,BRIGADA_DOIS_CIM_COIMBRA,Ligado (COD_EQUIPA)
ESF,Portatil,5260715,"Freguesia de Parada de Estér e Estér, em representação do Conselho Directivo dos Baldios de Parada, Ilha e Corgo d’Água",ESF,SF 06-165 VD,SF 06-165,1,Viseu Dão Lafões,S_F_SEIS_CASTRO_DE_AIRE,Ligado (DDI)
ESF,Viatura,5260716,"Conselho Directivo dos Baldios de Parada, Ilha e Corgo dÁgua",ESF,SF 06-165.2 VD,SF 06-165,1,Viseu Dão Lafões,S_F_SEIS_CASTRO_DE_AIRE,Ligado (DDI)
ESF,Viatura,5260717,Assembleia de Compartes dos Baldios da Freguesia de Ferreira de Aves,ESF,SF 10-165 VD,SF 10-165,1,Viseu Dão Lafões,S_F_DEZ_SÁTÃO,Ligado (DDI)
ESF,Portatil,5260718,Assembleia de Compartes dos Baldios de Ferreira de Aves,ESF,SF 10-165.2 VD,SF 10-165,1,Viseu Dão Lafões,S_F_DEZ_SÁTÃO,Ligado (DDI)
ESF,Portatil,5260719,VERDE LAFÕES - Associação de Produtores Florestais,ESF,SF 11-165 VD,SF 11-165,1,Viseu Dão Lafões,S_F_ONZE_OLIVEIRA_DE_FRADES,Ligado (DDI)
ESF,Viatura,5260720,VERDE LAFÕES - Associação de Produtores Florestais,ESF,SF 11-165.2 VD,SF 11-165,1,Viseu Dão Lafões,S_F_ONZE_OLIVEIRA_DE_FRADES,Ligado (DDI)
ESF,Portatil,5260721,BIOSFERA - Associação Florestal de Caça e Pesca dos Compartes de Ribeiradio,ESF,SF 12-165 VD,SF 12-165,1,Viseu Dão Lafões,S_F_DOZE_OLIVEIRA_DE_FRADES,Ligado (DDI)
ESF,Viatura,5260722,BIOSFERA - Associação Florestal de Caça e Pesca dos Compartes de Ribeiradio,ESF,SF 12-165.2 VD,SF 12-165,1,Viseu Dão Lafões,S_F_DOZE_OLIVEIRA_DE_FRADES,Ligado (DDI)
ESF,Viatura,5260723,"Assembleia de Compartes dos Baldios de Mioma, Meã, Afonsim, Fontainhas e Quinta do Monte",ESF,SF 13-165 VD,SF 13-165,1,Viseu Dão Lafões,S_F_TREZE_SÁTÃO,Ligado (DDI)
ESF,Portatil,5260724,Assembleia de Compartes dos Baldios de Mioma. Meã. Afonsim. Fontainhas e Quinta do Monte,ESF,SF 13-165.2 VD,SF 13-165,1,Viseu Dão Lafões,S_F_TREZE_SÁTÃO,Ligado (DDI)
ESF,Portatil,5260725,Associação de Produtores Florestais da Serra da Lapa-Dão,ESF,SF 14-165 VD,SF 14-165,1,Viseu Dão Lafões,S_F_CATORZE_AGUIAR_DA_BEIRA,Ligado (DDI)
ESF,Viatura,5260726,Associação de Produtores Florestais da Serra da Lapa-Dão,ESF,SF 14-165.2 VD,SF 14-165,1,Viseu Dão Lafões,S_F_CATORZE_AGUIAR_DA_BEIRA,Ligado (DDI)
ESF,Portatil,5260727,Associação de Produtores Florestais do Planalto Beirão,ESF,SF 15-165 VD,SF 15-165,1,Viseu Dão Lafões,S_F_QUINZE_CARREGAL_DO_SAL,Ligado (DDI)
ESF,Viatura,5260728,Associação de Produtores Florestais do Planalto Beirão,ESF,SF 15-165.2 VD,SF 15-165,1,Viseu Dão Lafões,S_F_QUINZE_CARREGAL_DO_SAL,Ligado (DDI)
ESF,Portatil,5260729,"Freguesia de São Pedro do Sul, Várzea e Baiões",ESF,SF 16-165 VD,SF 16-165,1,Viseu Dão Lafões,S_F_DEZASSEIS_SÃO_PEDRO_DO_SUL,Ligado (DDI)
ESF,Viatura,5260730,Freguesia de São Pedro do Sul,ESF,SF 16-165.2 VD,SF 16-165,1,Viseu Dão Lafões,S_F_DEZASSEIS_SÃO_PEDRO_DO_SUL,Ligado (DDI)
ESF,Portatil,5260731,Freguesia do Sul,ESF,SF 17-165 VD,SF 17-165,1,Viseu Dão Lafões,S_F_DEZASSETE_SÃO_PEDRO_DO_SUL,Ligado (DDI)
ESF,Viatura,5260732,Freguesia do Sul,ESF,SF 17-165.2 VD,SF 17-165,1,Viseu Dão Lafões,S_F_DEZASSETE_SÃO_PEDRO_DO_SUL,Ligado (DDI)
ESF,Portatil,5260733,Agrupamento de Produtores Florestais de São Cristóvão de Lafões,ESF,SF 18-165 VD,SF 18-165,1,Viseu Dão Lafões,S_F_DEZOITO_SÃO_PEDRO_DO_SUL,Ligado (DDI)
ESF,Viatura,5260734,Agrupamento de Produtores Florestais de São Cristóvão de Lafões,ESF,SF 18-165.2 VD,SF 18-165,1,Viseu Dão Lafões,S_F_DEZOITO_SÃO_PEDRO_DO_SUL,Ligado (DDI)
ESF,Portatil,5260735,"Freguesia de Pindelo dos Milagres, em representação da Assembleia de Compartes dos Baldios da Freguesia de Pindelo dos Milagres",ESF,SF 19-165 VD,SF 19-165,1,Viseu Dão Lafões,S_F_DEZANOVE_SÃO_PEDRO_DO_SUL,Ligado (DDI)
ESF,Viatura,5260736,"Freguesia de Pindelo dos Milagres, em representação da Assembleia de Compartes dos Baldios da Freguesia de Pindelo dos Milagres",ESF,SF 19-165.2 VD,SF 19-165,1,Viseu Dão Lafões,S_F_DEZANOVE_SÃO_PEDRO_DO_SUL,Ligado (DDI)
ESF,Portatil,5260737,"Freguesia de Santa Cruz de Trapa São Cristóvão de Lafões, em representação da Assembleia de Compartes de Santa Cruz da Trapa",ESF,SF 20-165 VD,SF 20-165,1,Viseu Dão Lafões,S_F_VINTE_SÃO_PEDRO_DO_SUL,Ligado (DDI)
ESF,Viatura,5260738,Assembleia de Compartes de Santa Cruz da Trapa,ESF,SF 20-165.2 VD,SF 20-165,1,Viseu Dão Lafões,S_F_VINTE_SÃO_PEDRO_DO_SUL,Ligado (DDI)
ESF,Portatil,5260739,Freguesia de Santiago de Besteiros,ESF,SF 21-165 VD,SF 21-165,1,Viseu Dão Lafões,S_F_VINTE_E_UM_TONDELA,Ligado (DDI)
ESF,Portatil,5260740,Freguesia de Santiago de Besteiros,ESF,SF 21-165.2 VD,SF 21-165,1,Viseu Dão Lafões,S_F_VINTE_E_UM_TONDELA,Ligado (COD_EQUIPA)
ESF,Portatil,5260741,Associação de Produtores Florestais de Montemuro e Paiva,ESF,SF 22-165.2 VD,SF 22-165,1,Viseu Dão Lafões,S_F_VINTE_E_DOIS_CASTRO_DE_AIRE,Ligado (DDI)
ESF,Portatil,5260742,DÃO FLORA-Associação de Produtores Florestais,ESF,SF 24-165.2 VD,SF 24-165,1,Viseu Dão Lafões,S_F_VINTE_E_QUATRO_PENALVA_DO_CASTELO,Ligado (COD_EQUIPA)
ESF,Portatil,5260743,Freguesia de Parada de Gonta,ESF,SF 25-165.2 VD,SF 25-165,1,Viseu Dão Lafões,S_F_VINTE_E_CINCO_TONDELA,Ligado (DDI)
ESF,Portatil,5260744,Município de Vila Nova de Paiva,ESF,SF 26-165.2 VD,SF 26-165,1,Viseu Dão Lafões,S_F_VINTE_E_SEIS_VILA_NOVA_DE_PAIVA,Ligado (DDI)
ESF,Portatil,5260745,CEDRUS - Associação Produtores Florestais de Viseu,ESF,SF 28-165 VD,SF 28-165,1,Viseu Dão Lafões,S_F_VINTE_E_OITO_VISEU,Ligado (DDI)
ESF,Viatura,5260746,CEDRUS - Asociação de Produtores Florestai de Viseu,ESF,SF 28-165.2 VD,SF 28-165,1,NULL,S_F_VINTE_E_OITO_VISEU,Ligado (DDI)
ESF,Viatura,5260747,Associação de Produtores Florestais do Planalto Beirão,ESF,SF 30-165 VD,SF 30-165,1,Viseu Dão Lafões,S_F_TRINTA_NELAS,Ligado (DDI)
ESF,Portatil,5260748,Associação de Produtores Florestais do Planalto Beirão,ESF,SF 30-165.2 VD,SF 30-165,1,Viseu Dão Lafões,S_F_TRINTA_NELAS,Ligado (DDI)
ESF,Viatura,5260749,CEDRUS - Associação de Produtores Florestais de Viseu,ESF,SF 31-165 VD,SF 31-165,1,Viseu Dão Lafões,S_F_TRINTA_E_UM_MANGUALDE,Ligado (DDI)
ESF,Portatil,5260750,CEDRUS - Associação de Produtores Florestais de Viseu,ESF,SF 31-165.2 VD,SF 31-165,1,Viseu Dão Lafões,S_F_TRINTA_E_UM_MANGUALDE,Ligado (DDI)
ESF,Viatura,5260751,CEDRUS - Associação de Produtores Florestais de Viseu,ESF,SF 32-165 VD,SF 32-165,1,Viseu Dão Lafões,S_F_TRINTA_E_DOIS_MANGUALDE,Ligado (DDI)
ESF,Portatil,5260752,CEDRUS - Associação de Produtores Florestais de Viseu,ESF,SF 32-165.2 VD,SF 32-165,1,Viseu Dão Lafões,S_F_TRINTA_E_DOIS_MANGUALDE,Ligado (DDI)
ESF,Viatura,5260753,DÃO FLORA - Associação de Produtores Florestais,ESF,SF 33-165 VD,SF 33-165,1,Viseu Dão Lafões,S_F_TRINTA_E_TRES_SÁTÃO,Ligado (DDI)
ESF,Portatil,5260754,DÃO FLORA - Associação de Produtores Florestais,ESF,SF 33-165.2 VD,SF 33-165,1,Viseu Dão Lafões,S_F_TRINTA_E_TRES_SÁTÃO,Ligado (DDI)
BSF,Viatura,5260755,Comunidade Intermunicipal Viseu Dão Lafões - BRIG-1-165,BSF,SF 34-165 VD,SF 34-165,1,Viseu Dão Lafões,BRIGADA_UM_CIM_VISEU_DÃO_LAFÕES,Ligado (DDI)
BSF,Portatil,5260756,Comunidade Intermunicipal Viseu Dão Lafões - BRIG-1-165,BSF,SF 34-165.2 VD,SF 34-165,1,Viseu Dão Lafões,BRIGADA_UM_CIM_VISEU_DÃO_LAFÕES,Ligado (DDI)
ESF,Viatura,5260757,Associação de Produtores Florestais de Montemuro e Paiva,ESF,SF 38-165 VD,SF 38-165,1,Viseu Dão Lafões,S_F_TRINTA_E_OITO_CASTRO_DE_AIRE,Ligado (DDI)
ESF,Portatil,5260758,Associação de Produtores Florestais de Montemuro e Paiva,ESF,SF 38-165 VD,SF 38-165,1,Viseu Dão Lafões,S_F_TRINTA_E_OITO_CASTRO_DE_AIRE,Ligado (DDI)
BSF,Portatil,5260759,Comunidade Intermunicipal Viseu Dão Lafões - BRIG-2-165,BSF,SF 39-165 VD,SF 39-165,1,Viseu Dão Lafões,BRIGADA_DOIS_CIM_VISEU_DÃO_LAFÕES,Ligado (DDI)
BSF,Viatura,5260760,Comunidade Intermunicipal Viseu Dão Lafões - BRIG-2-165,BSF,SF 39-165.2 VD,SF 39-165,1,Viseu Dão Lafões,BRIGADA_DOIS_CIM_VISEU_DÃO_LAFÕES,Ligado (DDI)
BSF,Portatil,5260761,Comunidade Intermunicipal Viseu Dão Lafões - BRIG-2-165,BSF,SF 40-165 VD,SF 40-165,1,Viseu Dão Lafões,BRIGADA_DOIS_CIM_VISEU_DÃO_LAFÕES,Ligado (DDI)
BSF,Viatura,5260762,Comunidade Intermunicipal Viseu Dão Lafões - BRIG-2-165,BSF,SF 40-165.2 VD,SF 40-165,1,Viseu Dão Lafões,BRIGADA_DOIS_CIM_VISEU_DÃO_LAFÕES,Ligado (DDI)
BSF,Portatil,5260763,Comunidade Intermunicipal Viseu Dão Lafões - BRIG-2-165,BSF,SF 41-165 VD,SF 41-165,1,Viseu Dão Lafões,BRIGADA_DOIS_CIM_VISEU_DÃO_LAFÕES,Ligado (DDI)
BSF,Viatura,5260764,Comunidade Intermunicipal Viseu Dão Lafões - BRIG-2-165,BSF,SF 41-165.2 VD,SF 41-165,1,Viseu Dão Lafões,BRIGADA_DOIS_CIM_VISEU_DÃO_LAFÕES,Ligado (DDI)
ESF,Portatil,5260765,Freguesia do Touro,ESF,SF 42-165.2 VD,SF 42-165,1,Viseu Dão Lafões,S_F_QUARENTA_E_DOIS_VILA_NOVA_DE_PAIVA,Ligado (COD_EQUIPA)
ESF,Viatura,5260766,CEDRUS - Associação de Produtores Florestais de Viseu,ESF,SF 43-165.2 VD,SF 43-165,1,Viseu Dão Lafões,S_F_QUARENTA_E_TRES_VISEU,Ligado (DDI)
ESF,Portatil,5260767,Associação de Produtores Florestais do Planalto Beirão,ESF,SF 44-165.2 VD,SF 44-165,1,Viseu Dão Lafões,S_F_QUARENTA_E_QUATRO_NELAS,Ligado (COD_EQUIPA)
BSF,Portatil,5260768,Comunidade Intermunicipal Viseu Dão Lafões - BRIG-1-165 -  Tecnico1,BSF,SF BR1-165 VD,SF 34-165,1,Viseu Dão Lafões,BRIGADA_UM_CIM_VISEU_DÃO_LAFÕES,Ligado (COD_EQUIPA)
BSF,Portatil,5260769,Comunidade Intermunicipal Viseu Dão Lafões - BRIG-2-165 - Tecnico 2,BSF,SF BR2-165 VD,SF 39-165,1,Viseu Dão Lafões,BRIGADA_DOIS_CIM_VISEU_DÃO_LAFÕES,Ligado (COD_EQUIPA)
ESF,Viatura,5260770,Associação de Produtores Florestais e Agrícolas do Concelho de Proença-a-Nova,ESF,SF 01-166.2 BB,SF 01-166,1,Beira Baixa,S_F_UM_PROENÇA_A_NOVA,Ligado (DDI)
ESF,Viatura,5260771,AFLOBEI - Associação de Produtores Florestais da Beira Interior,ESF,SF 01-169.2 BB,SF 01-169,1,Beira Baixa,S_F_UM_IDANHA_A_NOVA,Ligado (DDI)
ESF,Viatura,5260772,FLORA - Associação de Agricultores e Silvicultores da Partida,ESF,SF 02-169.2 BB,SF 02-169,1,Beira Baixa,S_F_DOIS_CASTELO_BRANCO,Ligado (DDI)
ESF,Viatura,5260773,MAGAREFA - Associação de Produtores Florestais,ESF,SF 03-169.2 BB,SF 03-169,1,Beira Baixa,S_F_TRÊS_CASTELO_BRANCO,Ligado (DDI)
ESF,Viatura,5260774,Agência de Desenvolvimento Gardunha 21,ESF,SF 01-16A.2 BS,SF 01-16A,1,Beiras e Serra da Estrela,S_F_UM_FUNDÃO,Ligado (DDI)
ESF,Viatura,5260775,Município de Mortágua,ESF,SF 07-165.2 RC,SF 07-165,1,Região de Coimbra,S_F_SETE_MORTÁGUA,Ligado (DDI)
ESF,Viatura,5260776,ADRL-Associação de Desenvolvimento Rural de Lafões,ESF,SF 01-165.2 VD,SF 01-165,1,Viseu Dão Lafões,S_F_UM_VOUZELA,Ligado (DDI)
ESF,Viatura,5260777,ADRL-Associação de Desenvolvimento Rural de Lafões,ESF,SF 08-165.2 VD,SF 08-165,1,Viseu Dão Lafões,S_F_OITO_VOUZELA,Ligado (DDI)
ESF,Viatura,5260778,Associação de Freguesia da Serra do Caramulo,ESF,SF 29-165.2 VD,SF 29-165,1,Viseu Dão Lafões,S_F_VINTE_E_NOVE_TONDELA,Ligado (DDI)
ESF,Portatil,5260780,APROFLORA - Associação de Produtores Florestais e Agrícolas da Zona do Pinhal,ESF,SF 09-166 BB,SF 09-166,1,Beira Baixa,S_F_NOVE_SERTÃ,Ligado (COD_EQUIPA)
ESF,Viatura,5260781,Município de Vila de Rei,ESF,SF 03-166 BB,SF 03-166,1,Beira Baixa,S_F_TRÊS_VILA_DE_REI,Ligado (DDI)
ESF,Portatil,5260782,Município de Vila de Rei,ESF,SF 03-166.2 BB,SF 03-166,1,Beira Baixa,S_F_TRÊS_VILA_DE_REI,Ligado (DDI)
ESF,Portatil,5260783,APROFLORA - Associação de Produtores Florestais e Agrícolas da Zona do Pinhal,ESF,SF 04-166 BB,SF 04-166,1,Beira Baixa,S_F_QUATRO_SERTÃ,Ligado (DDI)
ESF,Portatil,5260784,APROFLORA - Associação de Produtores Florestais e Agrícolas da Zona do Pinhal,ESF,SF 04-166.2 BB,SF 04-166,1,Beira Baixa,S_F_QUATRO_SERTÃ,Ligado (COD_EQUIPA)
ESF,Portatil,5260785,APROFLORA - Associação de Produtores Florestais e Agrícolas da Zona do Pinhal,ESF,SF 09-166.2 BB,SF 09-166,1,Beira Baixa,S_F_NOVE_SERTÃ,Ligado (DDI)
ESF,Portatil,5260786,FLORZÊZERE - Associação de Desenvolvimento Florestal do Concelho de Ferreira do Zêzere,ESF,SF 13-166 BB,SF 13-166,1,Beira Baixa,S_F_TREZE_VILA_DE_REI,Ligado (DDI)
ESF,Viatura,5260787,FLORZÊZERE - Associação de Desenvolvimento Florestal do Concelho de Ferreira do Zêzere,ESF,SF 13-166.2 BB,SF 13-166,1,Beira Baixa,S_F_TREZE_VILA_DE_REI,Ligado (DDI)
VN,Viatura,5260788,Parque Natural da Serra da Estrela - Seia,VN,SF 2VN01 BS,SF 2VN01,1,Beiras e Serra da Estrela,NULL,Ligado (DDI)
VN,Viatura,5260789,Parque Natural da Serra da Estrela - Manteigas,VN,SF 2VN02 BS,SF 2VN02,1,Beiras e Serra da Estrela,NULL,Ligado (DDI)
VN,Portatil,5260790,Reserva Natural da Serra da Malcata - Sabugal,VN,SF 2VN03 BS,SF 2VN03,1,Beiras e Serra da Estrela,NULL,Ligado (DDI)
VN,Viatura,5260791,Parque Natural do Tejo Internacional - Castelo Branco,VN,SF 2VN10 BB,SF 2VN10,1,Beira Baixa,NULL,Ligado (DDI)
VN,Viatura,5260792,Paisagem Protegida da Serra do Açôr - Benfeita/Arganil,VN,SF 2VN06 RC,SF 2VN06,1,Região de Coimbra,NULL,Ligado (DDI)
VN,Viatura,5260793,Reserva Natural do Paul de Arzila - Choupal/Coimbra,VN,SF 2VN08 RC,SF 2VN08,1,Região de Coimbra,NULL,Ligado (DDI)
CNAF,Portatil,5260794,Perímetro Florestal da Serra da Lousã e PF Alge e Penela,CNAF,SF CNAF03 RC,CNAF 03,1,Região de Leiria,CNAF_TRES_COIMBRA,Ligado (DDI)
CNAF,Portatil,5260795,Perímetro Florestal de Góis,CNAF,SF CNAF04 RC,CNAF 04,1,Região de Coimbra,CNAF_QUATRO_COIMBRA,Ligado (DDI)
CNAF,Viatura,5260796,Perímetro Florestal de Manteigas e Mata Nacional da Coilhã,CNAF,SF CNAF10 BS,CNAF 10,1,Beiras e Serra da Estrela,CNAF_DEZ_MANTEIGAS,Ligado (DDI)
CNAF,Portatil,5260797,Perímetro Florestal de Manteigas e Mata Nacional da Coilhã,CNAF,SF CNAF10.2 BS,CNAF 10,1,Beiras e Serra da Estrela,CNAF_DEZ_MANTEIGAS,Ligado (DDI)
CNAF,Portatil,5260798,Perímetro Florestal de Valhelhas e Perímetro Florestal do Vale de Amoreira,CNAF,SF CNAF11 BS,CNAF 11,1,Beiras e Serra da Estrela,CNAF_ONZE_MANTEIGAS,Ligado (DDI)
CNAF,Viatura,5260799,Perímetro Florestal de Valhelhas e Perímetro Florestal do Vale de Amoreira,CNAF,SF CNAF11.2 BS,CNAF 11,1,Beiras e Serra da Estrela,CNAF_ONZE_MANTEIGAS,Ligado (DDI)
EGFR,Portatil,5260800,GFR - Centro,GFR,SF NSR BB1 BB,GFR BB,1,Beira Baixa,NULL,Ligado (DDI)
EGFR,Portatil,5260801,GFR - Centro,GFR,SF NSR BB2 BB,GFR BB,1,Beira Baixa,NULL,Ligado (DDI)
EGFR,Portatil,5260802,GFR - Centro,GFR,SF NSR BB3 BB,GFR BB,1,Beira Baixa,NULL,Ligado (DDI)
EGFR,Portatil,5260803,GFR - Centro,GFR,SF NSR BB4 BB,GFR BB,1,Beira Baixa,NULL,NÃO ligado
EGFR,Portatil,5260804,GFR - Centro,GFR,SF NSR BSE1 BS,GFR BS,1,Beiras e Serra da Estrela,NULL,Ligado (DDI)
EGFR,Portatil,5260805,GFR - Centro,GFR,SF NSR BSE2 BS,GFR BS,1,Beiras e Serra da Estrela,NULL,Ligado (DDI)
EGFR,Portatil,5260806,GFR - Centro,GFR,SF NSR BSE3 BS,GFR BS,1,Beiras e Serra da Estrela,NULL,Ligado (DDI)
EGFR,Portatil,5260807,GFR - Centro,GFR,SF NSR BSE4 BS,GFR BS,1,Beiras e Serra da Estrela,NULL,NÃO ligado
EGFR,Portatil,5260808,GFR - Centro,GFR,SF NSR RC1 RC ,GFR RC,1,Região de Coimbra,NULL,Ligado (DDI)
EGFR,Portatil,5260809,GFR - Centro,GFR,SF NSR RC2 RC ,GFR RC,1,Região de Coimbra,NULL,Ligado (DDI)
EGFR,Portatil,5260810,GFR - Centro,GFR,SF NSR RC3 RC ,GFR RC,1,Região de Coimbra,NULL,Ligado (DDI)
EGFR,Portatil,5260811,GFR - Centro,GFR,SF NSR RC4 RC ,GFR RC,1,Região de Coimbra,NULL,Ligado (DDI)
EGFR,Portatil,5260812,GFR - Centro,GFR,SF NSR VDL1 VD,GFR VD,1,Viseu Dão Lafões,NULL,NÃO ligado
EGFR,Portatil,5260813,GFR - Centro,GFR,SF NSR VDL2 VD,GFR VD,1,Viseu Dão Lafões,NULL,Ligado (DDI)
EGFR,Portatil,5260814,GFR - Centro,GFR,SF NSR VDL3 VD ,GFR VD,1,Viseu Dão Lafões,NULL,Ligado (DDI)
EGFR,Portatil,5260815,GFR - Centro,GFR,SF NSR VDL4 VD ,GFR VD,1,Viseu Dão Lafões,NULL,NÃO ligado
EGFR,Portatil,5260816,GFR - Centro,GFR,SF NSR BB5 BB,GFR BB,1,Beira Baixa,NULL,NÃO ligado
EGFR,Portatil,5260817,GFR - Centro,GFR,SF NSR BSE5 BS,GFR BS,1,Região de Leiria,NULL,NÃO ligado
EGFR,Portatil,5260818,GFR - Centro,GFR,SF NSR_RC5 RC ,CNAF 51,1,Região de Coimbra,CNAF_CINQUENTA_E_UM_MELGAÇO,Ligado (COD_EQUIPA)
BSF,Viatura,5261183,Comunidade Intermunicipal da Região de Coimbra - BRIG-2-164,BSF,SF 36-164 CO,SF 36-164,1,Região de Coimbra,BRIGADA_DOIS_CIM_COIMBRA,NÃO ligado
CNAF,Viatura,5265027,Perímetro Florestal da Senhora das Necessidades e Perímetro Florestal do Açôr,CNAF,SF CNAF01 CO,CNAF 01,1,Região de Coimbra,CNAF_UM_COIMBRA,NÃO ligado
CNAF,Viatura,5265028,Perímetro Florestal do Buçaco,CNAF,SF CNAF05 CO,CNAF 05,1,Região de Coimbra,CNAF_CINCO_COIMBRA,NÃO ligado
CNAF,Viatura,5265036,"Mata Nacional das Dunas da Costa de Lavos e Leirosa, Mata Nacional do Prazo de Santa Marinha, Perímetro Florestal do Paião, Mata Nacional das Dunas de Quiaios, Perímetro Florestal de Cantanhede e Perímetro Florestal das Dunas de Mira",CNAF,SF CNAF06 CO,CNAF 06,1,Região de Coimbra,NULL,NÃO ligado
ESF,Portatil,6260500,Associação Florestal do Baixo Vouga,ESF,SF 01-161 RA,SF 01-161,1,Região de Aveiro,S_F_UM_ALBERGARIA_A_VELHA,Ligado (DDI)
ESF,Portatil,6260501,ADSAICA-Associação de Desenvolvimento das Serras de Aire e Candeeiros,ESF,SF 01-163 OE,SF 01-163,1,Oeste,S_F_UM_PORTO_DE_MÓS,Ligado (DDI)
ESF,Portatil,6260502,Cooperativa Agrícola de Sanfins CRL,ESF,SF 02-161 RA,SF 02-161,1,Região de Aveiro,S_F_DOIS_SEVER_DO_VOUGA,Ligado (COD_EQUIPA)
ESF,Portatil,6260503,APFDP-Associação de Produtores Florestais do Distrito de Portalegre,ESF,SF 02-182 AA,SF 02-182,1,Alto Alentejo,S_F_DOIS_PORTALEGRE,Ligado (DDI)
ESF,Portatil,6260504,Associação Florestal do Baixo Vouga,ESF,SF 03-161 RA,SF 03-161,1,Região de Aveiro,S_F_TRÊS_ÁGUEDA,Ligado (COD_EQUIPA)
ESF,Portatil,6260505,APAS FLORESTA - Associação de Produtores Florestais,ESF,SF 03-16B OE,SF 03-16B,1,Oeste,S_F_TRES_CADAVAL,Ligado (DDI)
ESF,Portatil,6260506,Município de Castelo Vide,ESF,SF 03-182 AA,SF 03-182,1,Alto Alentejo,S_F_TRES_CASTELO_DE_VIDE,Ligado (DDI)
ESF,Portatil,6260507,Município de Águeda,ESF,SF 04-161 RA,SF 04-161,1,Região de Aveiro,S_F_QUATRO_ÁGUEDA,Ligado (COD_EQUIPA)
ESF,Portatil,6260508,APFLOGAV-Associação de Produtores Florestais do Município de Gavião,ESF,SF 04-182 AA,SF 04-182,1,Alto Alentejo,S_F_QUATRO_GAVIÃO,Ligado (DDI)
ESF,Portatil,6260509,Município de Alter do Chão,ESF,SF 05-182 AA,SF 05-182,1,Alto Alentejo,S_F_CINC_ALTER_DO_CHÃO,Ligado (COD_EQUIPA)
ESF,Portatil,6260510,Município de Avis,ESF,SF 06-182 AA,SF 06-182,1,Alto Alentejo,S_F_SEIS_AVIS,Ligado (DDI)
ESF,Portatil,6260511,Município de Torres Vedras,ESF,SF 07-16B OE,SF 07-16B,1,Oeste,S_F_SETE_TORRES_VEDRAS,Ligado (DDI)
ESF,Portatil,6260512,Município do Crato,ESF,SF 07-182 AA,SF 07-182,1,Alto Alentejo,S_F_SETE_CRATO,Ligado (DDI)
ESF,Portatil,6260513,Município de Elvas,ESF,SF 08-182 AA,SF 08-182,1,Alto Alentejo,S_F_OITO_ELVAS,Ligado (COD_EQUIPA)
ESF,Portatil,6260514,Município de Fronteira,ESF,SF 09-182 AA,SF 09-182,1,Alto Alentejo,S_F_NOVE_FRONTEIRA,Ligado (DDI)
ESF,Portatil,6260515,Município do Marvão,ESF,SF 10-182 AA,SF 10-182,1,Alto Alentejo,S_F_DEZ_MARVÃO,NÃO ligado
ESF,Portatil,6260516,Município de Torres Vedras,ESF,SF 11-16B OE,SF 11-16B,1,Oeste,NULL,Ligado (DDI)
